FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160201;0000;;;0,0763097;
160202;0000;;;0,161685;
160203;0000;;;0,369947;
160204;0000;;;0,31645;
160205;0000;;;0,33614;
160206;0000;;;0,372378;
160207;0000;;;0,362702;
160208;0000;;;0,343271;
160209;0000;;;0,350317;
160210;0000;;;0,364986;
160211;0000;;;0,378764;
160212;0000;;;0,340314;
160213;0000;;;0,369809;
160214;0000;;;0,359174;
160215;0000;;;0,348557;
160216;0000;;;0,339652;
160217;0000;;;0,379823;
160218;0000;;;0,37145;
160219;0000;;;0,397099;
160220;0000;;;0,412624;
160221;0000;;;0,401379;
160222;0000;;;0,352625;
160223;0000;;;0,385841;
160224;0000;;;0,354198;
160225;0000;;;0,263686;
160226;0000;;;0,248945;
160227;0000;;;0,284478;
160228;0000;;;0,292683;
160229;0000;;;0,242187;
160301;0000;;;0,289314;
160302;0000;;;0,331271;
160303;0000;;;0,317782;
160304;0000;;;0,338973;
160305;0000;;;0,342229;
160306;0000;;;0,315461;
160307;0000;;;0,299678;
160308;0000;;;0,336434;
160309;0000;;;0,348356;
160310;0000;;;0,293916;
160311;0000;;;0,32547;
160312;0000;;;0,317391;
160313;0000;;;0,333199;
160314;0000;;;0,314026;
160315;0000;;;0,34689;
160316;0000;;;0,403359;
160317;0000;;;0,364689;
160318;0000;;;0,360709;
160319;0000;;;0,354947;
160320;0000;;;0,351033;
160321;0000;;;0,351891;
160322;0000;;;0,418013;
160323;0000;;;0,436897;
160324;0000;;;0,405855;
160325;0000;;;0,446958;
160326;0000;;;0,469079;
160327;0000;;;0,424904;
160328;0000;;;0,380312;
160329;0000;;;0,403282;
160330;0000;;;0,367386;
160331;0000;;;0,355997;
160401;0000;;;0,400036;
160402;0000;;;0,324192;
160403;0000;;;0,287802;
160404;0000;;;0,309588;
160405;0000;;;0,376818;
160406;0000;;;0,334956;
160407;0000;;;0,303064;
160408;0000;;;0,280231;
160409;0000;;;0,2632;
160410;0000;;;0,341588;
160411;0000;;;0,343611;
160412;0000;;;0,318494;
160413;0000;;;0,327896;
160414;0000;;;0,297827;
160415;0000;;;0,322508;
160416;0000;;;0,31705;
160417;0000;;;0,339777;
160418;0000;;;0,298242;
160419;0000;;;0,259729;
160420;0000;;;0,276191;
160421;0000;;;0,294156;
160422;0000;;;0,296698;
160423;0000;;;0,266312;
160424;0000;;;0,247844;
160425;0000;;;0,221052;
160426;0000;;;0,27508;
160427;0000;;;0,372222;
160428;0000;;;0,40238;
160429;0000;;;0,404386;
160430;0000;;;0,508123;
160501;0000;;;0,496443;
160502;0000;;;0,458446;
160503;0000;;;0,456419;
160504;0000;;;0,400899;
160505;0000;;;0,381011;
160506;0000;;;0,361312;
160507;0000;;;0,354871;
160508;0000;;;0,352402;
160509;0000;;;0,333399;
160510;0000;;;0,320823;
160511;0000;;;0,264026;
160512;0000;;;0,329516;
160513;0000;;;0,363097;
160514;0000;;;0,274139;
160515;0000;;;0,241341;
160516;0000;;;0,287237;
160517;0000;;;0,336438;
160518;0000;;;0,375618;
160519;0000;;;0,391536;
160520;0000;;;0,346943;
160521;0000;;;0,348526;
160522;0000;;;0,384973;
160523;0000;;;0,364772;
160524;0000;;;0,417593;
160525;0000;;;0,387673;
160526;0000;;;0,377714;
160527;0000;;;0,432499;
160528;0000;;;0,434067;
160529;0000;;;0,380884;
160530;0000;;;0,322423;
160531;0000;;;0,313982;
160601;0000;;;0,282368;
160602;0000;;;0,34139;
160603;0000;;;0,321767;
160604;0000;;;0,253718;
160605;0000;;;0,253997;
160606;0000;;;0,319011;
160607;0000;;;0,388575;
160608;0000;;;0,432589;
160609;0000;;;0,430305;
160610;0000;;;0,482343;
160611;0000;;;0,448975;
160612;0000;;;0,407123;
160613;0000;;;0,31189;
160614;0000;;;0,329408;
160615;0000;;;0,446726;
160616;0000;;;0,48453;
160617;0000;;;0,419484;
160618;0000;;;0,469472;
160619;0000;;;0,423875;
160620;0000;;;0,378449;
160621;0000;;;0,535303;
160622;0000;;;0,495947;
160623;0000;;;0,449292;
160624;0000;;;0,394717;
160625;0000;;;0,416615;
160626;0000;;;0,435151;
160627;0000;;;0,464407;
160628;0000;;;0,471258;
160629;0000;;;0,414846;
160630;0000;;;0,504458;
160701;0000;;;0,463727;
160702;0000;;;0,310406;
160703;0000;;;0,349108;
160704;0000;;;0,36175;
160705;0000;;;0,359599;
160706;0000;;;0,39779;
160707;0000;;;0,440207;
160708;0000;;;0,34201;
160709;0000;;;0,360508;
160710;0000;;;0,343508;
160711;0000;;;0,284572;
160712;0000;;;0,375217;
160713;0000;;;0,299577;
160714;0000;;;0,309526;
160715;0000;;;0,419774;
160716;0000;;;0,454861;
160717;0000;;;0,462405;
160718;0000;;;0,37308;
160719;0000;;;0,431774;
160720;0000;;;0,401462;
160721;0000;;;0,55545;
160722;0000;;;0,44649;
160723;0000;;;0,449103;
160724;0000;;;0,398417;
160725;0000;;;0,293685;
160726;0000;;;0,404583;
160727;0000;;;0,423664;
160728;0000;;;0,449198;
160729;0000;;;0,424559;
160730;0000;;;0,357951;
160731;0000;;;0,3536;
160801;0000;;;0,34595;
160802;0000;;;0,382034;
160803;0000;;;0,400133;
160804;0000;;;0,388211;
160805;0000;;;0,329832;
160806;0000;;;0,355388;
160807;0000;;;0,342333;
160808;0000;;;0,342493;
160809;0000;;;0,404109;
160810;0000;;;0,190205;
160811;0000;;;0,152246;
160812;0000;;;0,192282;
160813;0000;;;0,235083;
160814;0000;;;0,260799;
160815;0000;;;0,291362;
160816;0000;;;0,197328;
160817;0000;;;0,167694;
160818;0000;;;0,151344;
160819;0000;;;0,178898;
160820;0000;;;0,194407;
160821;0000;;;0,262256;
160822;0000;;;0,249743;
160823;0000;;;0,248771;
160824;0000;;;0,266501;
160825;0000;;;0,279664;
160826;0000;;;0,282152;
160827;0000;;;0,270504;
160828;0000;;;0,280962;
160829;0000;;;0,291217;
160830;0000;;;0,26675;
160831;0000;;;0,236531;
160901;0000;;;0,227275;
160902;0000;;;0,234119;
160903;0000;;;0,344749;
160904;0000;;;0,289999;
160905;0000;;;0,262879;
160906;0000;;;0,339254;
160907;0000;;;0,339111;
160908;0000;;;0,331163;
160909;0000;;;0,348924;
160910;0000;;;0,303421;
160911;0000;;;0,284206;
160912;0000;;;0,260068;
160913;0000;;;0,269052;
160914;0000;;;0,331282;
160915;0000;;;0,312518;
160916;0000;;;0,319518;
160917;0000;;;0,328365;
160918;0000;;;0,427318;
160919;0000;;;0,386922;
160920;0000;;;0,393754;
160921;0000;;;0,35795;
160922;0000;;;0,34909;
160923;0000;;;0,337002;
160924;0000;;;0,321581;
160925;0000;;;0,287942;
160926;0000;;;0,321588;
160927;0000;;;0,353885;
160928;0000;;;0,368059;
160929;0000;;;0,31274;
160930;0000;;;0,32716;
161001;0000;;;0,318568;
161002;0000;;;0,323626;
161003;0000;;;0,280967;
161004;0000;;;0,247536;
161005;0000;;;0,248902;
161006;0000;;;0,257423;
161007;0000;;;0,264094;
161008;0000;;;0,27609;
161009;0000;;;0,292432;
161010;0000;;;0,271156;
161011;0000;;;0,282449;
161012;0000;;;0,276803;
161013;0000;;;0,263736;
161014;0000;;;0,268866;
161015;0000;;;0,255855;
161016;0000;;;0,226893;
161017;0000;;;0,185632;
161018;0000;;;0,191457;
161019;0000;;;0,191037;
161020;0000;;;0,228377;
161021;0000;;;0,24491;
161022;0000;;;0,225726;
161023;0000;;;0,248548;
161024;0000;;;0,210736;
161025;0000;;;0,238477;
161026;0000;;;0,299131;
161027;0000;;;0,291397;
161028;0000;;;0,284982;
161029;0000;;;0,283159;
161030;0000;;;0,28172;
161031;0000;;;0,270148;
161101;0000;;;0,202164;
161102;0000;;;0,224448;
161103;0000;;;0,240643;
161104;0000;;;0,252186;
161105;0000;;;0,255313;
161106;0000;;;0,237955;
161107;0000;;;0,24093;
161108;0000;;;0,270955;
161109;0000;;;0,280346;
161110;0000;;;0,27995;
161111;0000;;;0,269553;
161112;0000;;;0,262795;
161113;0000;;;0,241282;
161114;0000;;;0,236772;
161115;0000;;;0,241432;
161116;0000;;;0,237028;
161117;0000;;;0,298377;
161118;0000;;;0,264174;
161119;0000;;;0,244183;
161120;0000;;;0,229869;
161121;0000;;;0,238911;
161122;0000;;;0,218234;
161123;0000;;;0,210511;
161124;0000;;;0,244713;
161125;0000;;;0,198364;
161126;0000;;;0,220816;
161127;0000;;;0,200434;
161128;0000;;;0,21144;
161129;0000;;;0,241837;
161130;0000;;;0,273458;
161201;0000;;;0,288932;
161202;0000;;;0,31693;
161203;0000;;;0,321447;
161204;0000;;;0,276495;
161205;0000;;;0,244071;
161206;0000;;;0,278725;
161207;0000;;;0,27691;
161208;0000;;;0,279021;
161209;0000;;;0,290461;
161210;0000;;;0,342718;
161211;0000;;;0,272205;
161212;0000;;;0,234079;
161213;0000;;;0,259502;
161214;0000;;;0,278675;
161215;0000;;;0,298213;
161216;0000;;;0,267993;
161217;0000;;;0,26065;
161218;0000;;;0,229538;
161219;0000;;;0,235162;
161220;0000;;;0,289475;
161221;0000;;;0,367918;
161222;0000;;;0,287942;
161223;0000;;;0,299724;
161224;0000;;;0,296799;
161225;0000;;;0,322213;
161226;0000;;;0,301241;
161227;0000;;;0,318829;
161228;0000;;;0,307769;
161229;0000;;;0,300258;
161230;0000;;;0,296435;
161231;0000;;;0,300203;
170101;0000;;;0,343488;
170102;0000;;;0,277381;
170103;0000;;;0,345479;
170104;0000;;;0,310965;
170105;0000;;;0,279397;
170106;0000;;;0,285365;
170107;0000;;;0,155184;
170108;0000;;;0,115131;
170109;0000;;;0,186517;
170110;0000;;;0,344725;
170111;0000;;;0,364456;
170112;0000;;;0,358702;
170113;0000;;;0,326545;
170114;0000;;;0,286076;
170115;0000;;;0,319513;
170116;0000;;;0,25037;
170117;0000;;;0,281898;
170118;0000;;;0,233808;
170119;0000;;;0,257192;
170120;0000;;;0,299366;
170121;0000;;;0,476553;
170122;0000;;;0,401165;
170123;0000;;;0,389534;
170124;0000;;;0,427247;
170125;0000;;;0,373813;
170126;0000;;;0,407266;
170127;0000;;;0,448678;
170128;0000;;;0,440649;
170129;0000;;;0,382935;
170130;0000;;;0,343869;
170131;0000;;;0,340557;
170201;0000;;;0,265135;
170202;0000;;;0,223337;
170203;0000;;;0,171756;
170204;0000;;;0,236903;
170205;0000;;;0,244828;
170206;0000;;;0,197326;
170207;0000;;;0,20216;
170208;0000;;;0,243362;
170209;0000;;;0,296655;
170210;0000;;;0,317159;
170211;0000;;;0,355342;
170212;0000;;;0,33478;
170213;0000;;;0,308258;
170214;0000;;;0,316612;
170215;0000;;;0,326103;
170216;0000;;;0,294908;
170217;0000;;;0,317083;
170218;0000;;;0,27663;
170219;0000;;;0,324413;
170220;0000;;;0,310022;
170221;0000;;;0,313646;
170222;0000;;;0,315365;
170223;0000;;;0,286495;
170224;0000;;;0,313802;
170225;0000;;;0,339403;
170226;0000;;;0,34105;
170227;0000;;;0,348737;
170228;0000;;;0,355412;
170301;0000;;;0,336967;
170302;0000;;;0,292138;
170303;0000;;;0,2543;
170304;0000;;;0,285068;
170305;0000;;;0,271965;
170306;0000;;;0,286276;
170307;0000;;;0,270254;
170308;0000;;;0,284496;
170309;0000;;;0,248038;
170310;0000;;;0,22981;
170311;0000;;;0,234469;
170312;0000;;;0,282965;
170313;0000;;;0,242451;
170314;0000;;;0,267562;
170315;0000;;;0,269969;
170316;0000;;;0,250401;
170317;0000;;;0,266017;
170318;0000;;;0,306103;
170319;0000;;;0,29567;
170320;0000;;;0,298329;
170321;0000;;;0,248439;
170322;0000;;;0,268183;
170323;0000;;;0,29661;
170324;0000;;;0,268178;
170325;0000;;;0,288344;
170326;0000;;;0,280914;
170327;0000;;;0,270546;
170328;0000;;;0,268803;
170329;0000;;;0,277905;
170330;0000;;;0,261769;
170331;0000;;;0,329591;
170401;0000;;;0,267666;
170402;0000;;;0,244915;
170403;0000;;;0,227949;
170404;0000;;;0,107254;
170405;0000;;;0,0942305;
170406;0000;;;0,0715466;
170407;0000;;;0,0506291;
170408;0000;;;0,0496507;
170409;0000;;;0,0775;
170410;0000;;;0,18172;
170411;0000;;;0,351231;
170412;0000;;;0,312313;
170413;0000;;;0,326297;
170414;0000;;;0,395231;
170415;0000;;;0,416867;
170416;0000;;;0,386049;
170417;0000;;;0,324022;
170418;0000;;;0,325764;
170419;0000;;;0,318964;
170420;0000;;;0,323475;
170421;0000;;;0,315968;
170422;0000;;;0,335495;
170423;0000;;;0,30209;
170424;0000;;;0,277216;
170425;0000;;;0,2718;
170426;0000;;;0,258224;
170427;0000;;;0,291451;
170428;0000;;;0,333342;
170429;0000;;;0,311008;
170430;0000;;;0,364923;
170501;0000;;;0,34;
170502;0000;;;0,31;
170503;0000;;;0,29;
170504;0000;;;0,3;
170505;0000;;;0,27;
170506;0000;;;0,19;
170507;0000;;;0,24;
170508;0000;;;0,25;
170509;0000;;;0,29;
170510;0000;;;0,21;
170511;0000;;;0,2;
170512;0000;;;0,25;
170513;0000;;;0,28;
170514;0000;;;0,23;
170515;0000;;;0,29;
170516;0000;;;0,31;
170517;0000;;;0,41;
170518;0000;;;0,32;
170519;0000;;;0,28;
170520;0000;;;0,49;
170521;0000;;;0,45;
170522;0000;;;0,4;
170523;0000;;;0,41;
170524;0000;;;0,47;
170525;0000;;;0,37;
170526;0000;;;0,43;
170527;0000;;;0,49;
170528;0000;;;0,46;
170529;0000;;;0,4;
170530;0000;;;0,47;
170531;0000;;;0,48;
170601;0000;;;0,44;
170602;0000;;;0,41;
170603;0000;;;0,3;
170604;0000;;;0,29;
170605;0000;;;0,32;
170606;0000;;;0,46;
170607;0000;;;0,42;
170608;0000;;;0,35;
170609;0000;;;0,39;
170610;0000;;;0,45;
170611;0000;;;0,6;
170612;0000;;;0,4;
170613;0000;;;0,36;
170614;0000;;;0,34;
170615;0000;;;0,47;
170616;0000;;;0,31;
170617;0000;;;0,26;
170618;0000;;;;
170619;0000;;;0,42;
170620;0000;;;0,52;
170621;0000;;;0,41;
170622;0000;;;0,39;
170623;0000;;;0,44;
170624;0000;;;0,38;
170625;0000;;;0,37;
170626;0000;;;0,35;
170627;0000;;;0,33;
170628;0000;;;0,38;
170629;0000;;;0,44;
170630;0000;;;0,41;
170701;0000;;;0,41;
170702;0000;;;0,35;
170703;0000;;;0,31;
170704;0000;;;0,38;
170705;0000;;;0,45;
170706;0000;;;0,49;
170707;0000;;;0,56;
170708;0000;;;0,47;
170709;0000;;;0,46;
170710;0000;;;0,52;
170711;0000;;;0,53;
170712;0000;;;0,41;
170713;0000;;;0,41;
170714;0000;;;0,38;
170715;0000;;;0,33;
170716;0000;;;0,34;
170717;0000;;;0,44;
170718;0000;;;0,48;
170719;0000;;;0,54;
170720;0000;;;0,46;
170721;0000;;;0,35;
170722;0000;;;0,31;
170723;0000;;;0,32;
170724;0000;;;0,34;
170725;0000;;;0,41;
170726;0000;;;0,42;
170727;0000;;;0,38;
170728;0000;;;0,35;
170729;0000;;;0,39;
170730;0000;;;0,37;
170731;0000;;;0,47;
170801;0000;;;0,4;
170802;0000;;;0,47;
170803;0000;;;0,54;
170804;0000;;;0,47;
170805;0000;;;0,4;
170806;0000;;;0,46;
170807;0000;;;0,46;
170808;0000;;;0,37;
170809;0000;;;0,27;
170810;0000;;;0,28;
170811;0000;;;0,32;
170812;0000;;;0,28;
170813;0000;;;0,39;
170814;0000;;;0,32;
170815;0000;;;0,31;
170816;0000;;;0,3;
170817;0000;;;0,29;
170818;0000;;;0,26;
170819;0000;;;0,27;
170820;0000;;;0,32;
170821;0000;;;0,32;
170822;0000;;;0,29;
170823;0000;;;0,28;
170824;0000;;;0,26;
170825;0000;;;0,34;
170826;0000;;;0,31;
170827;0000;;;0,3;
170828;0000;;;0,3;
170829;0000;;;0,27;
170830;0000;;;0,34;
170831;0000;;;0,31;
170901;0000;;;0,32;
170902;0000;;;0,29;
170903;0000;;;0,28;
170904;0000;;;0,3;
170905;0000;;;0,34;
170906;0000;;;0,27;
170907;0000;;;0,28;
170908;0000;;;0,25;
170909;0000;;;0,27;
170910;0000;;;0,26;
170911;0000;;;0,29;
170912;0000;;;0,27;
170913;0000;;;0,27;
170914;0000;;;0,26;
170915;0000;;;0,3;
170916;0000;;;0,39;
170917;0000;;;0,38;
170918;0000;;;0,42;
170919;0000;;;0,27;
170920;0000;;;0,31;
170921;0000;;;0,25;
170922;0000;;;0,31;
170923;0000;;;0,33;
170924;0000;;;0,29;
170925;0000;;;0,31;
170926;0000;;;0,3;
170927;0000;;;0,33;
170928;0000;;;0,28;
170929;0000;;;0,28;
170930;0000;;;0,29;
171001;0000;;;0,22;
171002;0000;;;0,22;
171003;0000;;;0,24;
171004;0000;;;0,24;
171005;0000;;;0,23;
171006;0000;;;0,22;
171007;0000;;;0,26;
171008;0000;;;0,23;
171009;0000;;;0,22;
171010;0000;;;0,23;
171011;0000;;;0,33;
171012;0000;;;0,37;
171013;0000;;;0,43;
171014;0000;;;0,42;
171015;0000;;;0,41;
171016;0000;;;0,34;
171017;0000;;;0,19;
171018;0000;;;0,14;
171019;0000;;;0,16;
171020;0000;;;0,16;
171021;0000;;;0,24;
171022;0000;;;0,17;
171023;0000;;;0,16;
171024;0000;;;0,15;
171025;0000;;;0,14;
171026;0000;;;0,13;
171027;0000;;;0,16;
171028;0000;;;0,14;
171029;0000;;;0,09;
171030;0000;;;0,09;
171031;0000;;;0,12;
171101;0000;;;0,14;
171102;0000;;;0,11;
171103;0000;;;0,13;
171104;0000;;;0,17;
171105;0000;;;0,14;
171106;0000;;;0,1;
171107;0000;;;0,14;
171108;0000;;;0,19;
171109;0000;;;0,18;
171110;0000;;;0,25;
171111;0000;;;0,21;
171112;0000;;;0,21;
171113;0000;;;0,17;
171114;0000;;;0,2;
171115;0000;;;0,16;
171116;0000;;;0,16;
171117;0000;;;0,18;
171118;0000;;;0,2;
171119;0000;;;0,18;
171120;0000;;;0,17;
171121;0000;;;0,22;
171122;0000;;;0,28;
171123;0000;;;0,28;
171124;0000;;;0,27;
171125;0000;;;0,33;
171126;0000;;;0,28;
171127;0000;;;0,26;
171128;0000;;;0,23;
171129;0000;;;0,2;
171130;0000;;;0,24;
171201;0000;;;0,16;
171202;0000;;;0,09;
171203;0000;;;0,09;
171204;0000;;;0,13;
171205;0000;;;0,14;
171206;0000;;;0,21;
171207;0000;;;0,22;
171208;0000;;;0,15;
171209;0000;;;0,16;
171210;0000;;;0,19;
171211;0000;;;0,16;
171212;0000;;;0,2;
171213;0000;;;0,23;
171214;0000;;;0,23;
171215;0000;;;0,24;
171216;0000;;;0,22;
171217;0000;;;0,22;
171218;0000;;;0,21;
171219;0000;;;0,21;
171220;0000;;;0,2;
171221;0000;;;0,2;
171222;0000;;;0,19;
171223;0000;;;0,19;
171224;0000;;;0,21;
171225;0000;;;0,21;
171226;0000;;;0,22;
171227;0000;;;0,23;
171228;0000;;;0,25;
171229;0000;;;0,27;
171230;0000;;;0,29;
171231;0000;;;0,31;
180101;0000;;;0,28;
180102;0000;;;0,26;
180103;0000;;;0,24;
180104;0000;;;0,23;
180105;0000;;;0,19;
180106;0000;;;0,22;
180107;0000;;;0,22;
180108;0000;;;0,25;
180109;0000;;;0,24;
180110;0000;;;0,23;
180111;0000;;;0,21;
180112;0000;;;0,22;
180113;0000;;;0,22;
180114;0000;;;0,22;
180115;0000;;;0,21;
180116;0000;;;0,22;
180117;0000;;;0,24;
180118;0000;;;0,23;
180119;0000;;;0,24;
180120;0000;;;0,25;
180121;0000;;;0,25;
180122;0000;;;0,25;
180123;0000;;;0,22;
180124;0000;;;0,24;
180125;0000;;;0,22;
180126;0000;;;0,2;
180127;0000;;;0,24;
180128;0000;;;0,25;
180129;0000;;;0,21;
180130;0000;;;0,21;
180131;0000;;;0,24;
180201;0000;;;0,25;
180202;0000;;;0,26;
180203;0000;;;0,26;
180204;0000;;;0,31;
180205;0000;;;0,27;
180206;0000;;;0,25;
180207;0000;;;0,24;
180208;0000;;;0,24;
180209;0000;;;0,25;
180210;0000;;;0,28;
180211;0000;;;0,29;
180212;0000;;;0,26;
180213;0000;;;0,28;
180214;0000;;;0,31;
180215;0000;;;0,26;
180216;0000;;;0,26;
180217;0000;;;0,28;
180218;0000;;;0,28;
180219;0000;;;0,26;
180220;0000;;;0,29;
180221;0000;;;0,26;
180222;0000;;;0,23;
180223;0000;;;0,26;
180224;0000;;;0,24;
180225;0000;;;0,25;
180226;0000;;;0,23;
180227;0000;;;0,21;
180228;0000;;;0,2;
180301;0000;;;0,22;
180302;0000;;;0,22;
180303;0000;;;0,22;
180304;0000;;;0,22;
180305;0000;;;0,21;
180306;0000;;;0,24;
180307;0000;;;0,35;
180308;0000;;;0,45;
180309;0000;;;0,47;
180310;0000;;;0,43;
180311;0000;;;0,41;
180312;0000;;;0,38;
180313;0000;;;0,27;
180314;0000;;;0,22;
180315;0000;;;0,23;
180316;0000;;;0,24;
180317;0000;;;0,25;
180318;0000;;;0,2;
180319;0000;;;0,21;
180320;0000;;;0,26;
180321;0000;;;0,27;
180322;0000;;;0,26;
180323;0000;;;0,29;
180324;0000;;;0,26;
180325;0000;;;0,27;
180326;0000;;;0,26;
180327;0000;;;0,3;
180328;0000;;;0,28;
180329;0000;;;0,34;
180330;0000;;;0,31;
180331;0000;;;0,26;
180401;0000;;;0,27;
180402;0000;;;0,26;
180403;0000;;;0,26;
180404;0000;;;0,27;
180405;0000;;;0,39;
180406;0000;;;0,4;
180407;0000;;;0,36;
180408;0000;;;0,38;
180409;0000;;;0,41;
180410;0000;;;0,45;
180411;0000;;;0,27;
180412;0000;;;0,26;
180413;0000;;;0,27;
180414;0000;;;0,26;
180415;0000;;;0,38;
180416;0000;;;0,25;
180417;0000;;;0,19;
180418;0000;;;0,17;
180419;0000;;;0,21;
180420;0000;;;0,24;
180421;0000;;;0,23;
180422;0000;;;0,17;
180423;0000;;;0,2;
180424;0000;;;0,28;
180425;0000;;;0,36;
180426;0000;;;0,32;
180427;0000;;;0,29;
180428;0000;;;0,37;
180429;0000;;;0,32;
180430;0000;;;0,33;
180501;0000;;;0,31;
180502;0000;;;0,28;
180503;0000;;;0,29;
180504;0000;;;0,28;
180505;0000;;;0,31;
180506;0000;;;0,26;
